Age My	Age ky before 2015	δ18O	Tdo	Ts	T anomaly
20.0401	20040.2	1.84	4.66	19.81	5.81
20.0412	20041.3	1.91	4.70	19.85	5.85
20.0423	20042.4	1.86	4.66	19.81	5.81
20.0436	20043.7	2.13	4.75	19.9	5.9
20.0447	20044.8	1.65	5.02	20.17	6.17
20.0457	20045.8	1.66	4.91	20.06	6.06
20.0467	20046.8	1.43	5.12	20.27	6.27
20.0481	20048.2	2.04	5.03	20.18	6.18
20.0495	20049.6	1.82	4.90	20.05	6.05
20.0505	20050.6	1.76	4.90	20.05	6.05
20.052	20052.1	1.89	5.06	20.21	6.21
20.054	20054.1	1.43	4.88	20.03	6.03
20.0564	20056.5	1.78	4.77	19.92	5.92
20.059	20059.1	2.12	4.39	19.54	5.54
20.062	20062.1	1.97	4.04	19.19	5.19
20.0646	20064.7	2.60	3.91	19.06	5.06
20.0666	20066.7	2.08	3.85	19	5
20.0683	20068.4	2.03	3.86	19.01	5.01
20.0698	20069.9	2.22	3.98	19.13	5.13
20.0714	20071.5	1.96	4.02	19.17	5.17
20.0734	20073.5	2.38	4.26	19.41	5.41
20.0755	20075.6	2.00	4.40	19.55	5.55
20.0773	20077.4	1.57	4.14	19.29	5.29
20.0792	20079.3	1.96	4.19	19.34	5.34
20.0805	20080.6	2.46	3.92	19.07	5.07
20.0815	20081.6	2.27	3.68	18.83	4.83
20.0825	20082.6	2.51	3.57	18.72	4.72
20.0835	20083.6	2.03	3.79	18.94	4.94
20.0845	20084.6	2.17	3.78	18.93	4.93
20.0861	20086.2	2.03	3.91	19.06	5.06
20.0875	20087.6	2.29	3.81	18.96	4.96
20.0893	20089.4	2.28	3.66	18.81	4.81
20.0907	20090.8	2.22	3.57	18.72	4.72
20.0925	20092.6	2.45	3.54	18.69	4.69
20.094	20094.1	2.20	3.69	18.84	4.84
20.0957	20095.8	2.33	3.41	18.56	4.56
20.097	20097.1	2.00	3.82	18.97	4.97
20.0984	20098.5	2.76	3.87	19.02	5.02
20.0995	20099.6	1.67	3.94	19.09	5.09
20.1006	20100.7	2.10	3.83	18.98	4.98
20.1018	20101.9	2.21	4.01	19.16	5.16
20.1033	20103.4	2.20	3.50	18.65	4.65
20.1052	20105.3	2.43	3.51	18.66	4.66
20.107	20107.1	2.63	3.49	18.64	4.64
20.109	20109.1	2.07	3.69	18.84	4.84
20.1109	20111.0	2.25	3.58	18.73	4.73
20.1126	20112.7	1.83	4.08	19.23	5.23
20.114	20114.1	2.64	4.21	19.36	5.36
20.1158	20115.9	1.68	4.39	19.54	5.54
20.1177	20117.8	1.83	4.27	19.42	5.42
20.1201	20120.2	1.91	4.57	19.72	5.72
20.122	20122.1	2.05	4.26	19.41	5.41
20.1248	20124.9	2.08	4.11	19.26	5.26
20.1275	20127.6	2.27	3.93	19.08	5.08
20.1298	20129.9	2.11	3.85	19	5
20.1324	20132.5	2.24	3.83	18.98	4.98
20.1359	20136.0	2.20	3.95	19.1	5.1
20.1393	20139.4	2.12	4.09	19.24	5.24
20.1432	20143.3	2.05	4.29	19.44	5.44
20.148	20148.1	1.85	4.56	19.71	5.71
20.152	20152.1	1.87	4.48	19.63	5.63
20.1557	20155.8	1.68	4.39	19.54	5.54
20.159	20159.1	2.27	4.24	19.39	5.39
20.1622	20162.3	2.23	4.04	19.19	5.19
20.1658	20165.9	2.13	3.49	18.64	4.64
20.1699	20170.0	2.24	3.34	18.49	4.49
20.1742	20174.3	2.71	3.14	18.29	4.29
20.1787	20178.8	2.55	2.98	18.13	4.13
20.1833	20183.4	2.61	2.78	17.93	3.93
20.1874	20187.5	2.42	2.96	18.11	4.11
20.1913	20191.4	2.62	2.98	18.13	4.13
20.1946	20194.7	2.38	3.19	18.34	4.34
20.1976	20197.7	2.50	3.21	18.36	4.36
20.2001	20200.2	2.22	3.47	18.62	4.62
20.2022	20202.3	2.39	3.43	18.58	4.58
20.2038	20203.9	2.13	3.61	18.76	4.76
20.2052	20205.3	2.46	3.71	18.86	4.86
20.2068	20206.9	2.15	3.72	18.87	4.87
20.2081	20208.2	2.04	3.84	18.99	4.99
20.2095	20209.6	2.37	4.03	19.18	5.18
20.2109	20211.0	1.91	3.76	18.91	4.91
20.2128	20212.9	2.09	3.66	18.81	4.81
20.2141	20214.2	2.66	3.47	18.62	4.62
20.216	20216.1	2.24	3.38	18.53	4.53
20.2178	20217.9	2.71	3.45	18.6	4.6
20.2202	20220.3	2.09	3.84	18.99	4.99
20.2224	20222.5	1.96	3.77	18.92	4.92
20.2246	20224.7	1.92	4.02	19.17	5.17
20.2264	20226.5	2.37	3.93	19.08	5.08
20.2276	20227.7	2.25	3.91	19.06	5.06
20.2294	20229.5	2.25	3.92	19.07	5.07
20.2311	20231.2	2.00	3.88	19.03	5.03
20.2329	20233.0	1.91	3.89	19.04	5.04
20.2347	20234.8	2.44	4.14	19.29	5.29
20.2369	20237.0	2.23	4.16	19.31	5.31
20.2384	20238.5	1.79	4.10	19.25	5.25
20.2401	20240.2	1.95	4.38	19.53	5.53
20.2416	20241.7	2.02	4.30	19.45	5.45
20.2436	20243.7	1.93	4.06	19.21	5.21
20.2456	20245.7	2.37	4.10	19.25	5.25
20.2479	20248.0	2.25	3.83	18.98	4.98
20.2499	20250.0	1.86	3.84	18.99	4.99
20.2523	20252.4	2.54	4.10	19.25	5.25
20.2548	20254.9	1.90	4.35	19.5	5.5
20.2573	20257.4	1.88	4.02	19.17	5.17
20.2605	20260.6	1.78	4.17	19.32	5.32
20.2635	20263.6	2.49	4.05	19.2	5.2
20.2666	20266.7	2.25	4.15	19.3	5.3
20.2706	20270.7	2.14	4.19	19.34	5.34
20.2741	20274.2	1.68	4.34	19.49	5.49
20.2769	20277.0	1.71	4.64	19.79	5.79
20.2797	20279.8	2.20	4.72	19.87	5.87
20.2822	20282.3	1.70	4.42	19.57	5.57
20.2836	20283.7	1.99	4.47	19.62	5.62
20.2856	20285.7	2.24	4.77	19.92	5.92
20.287	20287.1	1.62	4.45	19.6	5.6
20.2889	20289.0	1.64	4.58	19.73	5.73
20.2907	20290.8	2.29	4.55	19.7	5.7
20.2926	20292.7	1.75	4.26	19.41	5.41
20.294	20294.1	2.30	4.21	19.36	5.36
20.2958	20295.9	2.16	4.14	19.29	5.29
20.2971	20297.2	1.74	4.09	19.24	5.24
20.2984	20298.5	2.42	4.40	19.55	5.55
20.2996	20299.7	1.83	4.55	19.7	5.7
20.3009	20301.0	1.73	4.43	19.58	5.58
20.3024	20302.5	1.87	4.67	19.82	5.82
20.3043	20304.4	1.96	4.78	19.93	5.93
20.3063	20306.4	1.98	4.51	19.66	5.66
20.3085	20308.6	1.62	4.65	19.8	5.8
20.3106	20310.7	2.23	4.37	19.52	5.52
20.3124	20312.5	1.61	4.15	19.3	5.3
20.3136	20313.7	2.49	4.16	19.31	5.31
20.3153	20315.4	2.39	4.39	19.54	5.54
20.3167	20316.8	1.61	4.06	19.21	5.21
20.3182	20318.3	1.80	4.57	19.72	5.72
20.3198	20319.9	2.23	4.75	19.9	5.9
20.3213	20321.4	1.52	4.43	19.58	5.58
20.3225	20322.6	2.06	4.20	19.35	5.35
20.3235	20323.6	2.20	4.56	19.71	5.71
20.3251	20325.2	2.24	4.02	19.17	5.17
20.3276	20327.7	1.55	3.77	18.92	4.92
20.3304	20330.5	2.53	3.92	19.07	5.07
20.3332	20333.3	2.54	3.83	18.98	4.98
20.3362	20336.3	1.92	3.38	18.53	4.53
20.3383	20338.4	2.41	3.60	18.75	4.75
20.3402	20340.3	2.38	3.84	18.99	4.99
20.342	20342.1	2.12	3.63	18.78	4.78
20.3438	20343.9	2.09	3.87	19.02	5.02
20.3458	20345.9	2.31	3.91	19.06	5.06
20.3478	20347.9	1.97	4.08	19.23	5.23
20.3492	20349.3	2.31	4.28	19.43	5.43
20.3507	20350.8	1.79	4.33	19.48	5.48
20.3521	20352.2	1.72	4.38	19.53	5.53
20.3536	20353.7	2.21	4.35	19.5	5.5
20.355	20355.1	1.88	4.24	19.39	5.39
20.3564	20356.5	2.36	4.09	19.24	5.24
20.3579	20358.0	2.00	4.23	19.38	5.38
20.3593	20359.4	2.00	4.20	19.35	5.35
20.3606	20360.7	1.95	4.40	19.55	5.55
20.3623	20362.4	1.94	4.44	19.59	5.59
20.364	20364.1	1.99	4.19	19.34	5.34
20.3655	20365.6	1.92	4.23	19.38	5.38
20.3672	20367.3	2.46	4.18	19.33	5.33
20.3686	20368.7	1.89	4.10	19.25	5.25
20.3699	20370.0	2.02	4.05	19.2	5.2
20.3718	20371.9	2.15	4.40	19.55	5.55
20.3744	20374.5	2.01	4.34	19.49	5.49
20.3768	20376.9	1.81	3.97	19.12	5.12
20.3796	20379.7	2.00	4.08	19.23	5.23
20.3821	20382.2	2.71	3.96	19.11	5.11
20.3842	20384.3	1.94	3.83	18.98	4.98
20.3862	20386.3	2.24	3.86	19.01	5.01
20.388	20388.1	2.06	4.37	19.52	5.52
20.3895	20389.6	1.93	4.27	19.42	5.42
20.3918	20391.9	1.76	4.56	19.71	5.71
20.3939	20394.0	2.12	4.74	19.89	5.89
20.3961	20396.2	1.70	4.85	20	6
20.3985	20398.6	1.73	4.77	19.92	5.92
20.4012	20401.3	1.73	4.90	20.05	6.05
20.4036	20403.7	1.90	4.81	19.96	5.96
20.4059	20406.0	1.87	4.63	19.78	5.78
20.4087	20408.8	1.87	4.59	19.74	5.74
20.4113	20411.4	2.07	4.14	19.29	5.29
20.4141	20414.2	1.81	4.17	19.32	5.32
20.4169	20417.0	2.74	4.30	19.45	5.45
20.4198	20419.9	1.81	4.23	19.38	5.38
20.422	20422.1	1.64	4.38	19.53	5.53
20.4247	20424.8	2.20	4.59	19.74	5.74
20.4272	20427.3	1.53	4.65	19.8	5.8
20.4292	20429.3	2.33	4.37	19.52	5.52
20.4316	20431.7	1.71	4.71	19.86	5.86
20.4343	20434.4	2.16	4.42	19.57	5.57
20.4367	20436.8	1.57	4.75	19.9	5.9
20.4395	20439.6	2.07	4.89	20.04	6.04
20.4428	20442.9	1.71	5.32	20.47	6.47
20.4454	20445.5	1.45	4.83	19.98	5.98
20.4477	20447.8	1.55	5.10	20.25	6.25
20.4503	20450.4	2.28	5.25	20.4	6.4
20.4524	20452.5	1.63	4.71	19.86	5.86
20.4542	20454.3	1.53	4.56	19.71	5.71
20.4563	20456.4	2.31	4.78	19.93	5.93
20.4587	20458.8	1.83	4.57	19.72	5.72
20.4608	20460.9	1.87	4.15	19.3	5.3
20.463	20463.1	2.02	4.42	19.57	5.57
20.4655	20465.6	2.32	4.46	19.61	5.61
20.4676	20467.7	1.79	4.17	19.32	5.32
20.4695	20469.6	1.77	4.34	19.49	5.49
20.4716	20471.7	2.41	4.59	19.74	5.74
20.4741	20474.2	1.70	4.58	19.73	5.73
20.476	20476.1	1.85	4.38	19.53	5.53
20.4781	20478.2	1.80	4.74	19.89	5.89
20.4802	20480.3	2.16	4.55	19.7	5.7
20.4817	20481.8	1.72	4.42	19.57	5.57
20.4833	20483.4	2.06	4.38	19.53	5.53
20.4863	20486.4	2.10	4.51	19.66	5.66
20.4889	20489.0	1.88	4.16	19.31	5.31
20.4923	20492.4	1.91	4.31	19.46	5.46
20.4962	20496.3	2.38	4.22	19.37	5.37
20.4995	20499.6	1.77	4.30	19.45	5.45
20.502	20502.1	2.28	4.45	19.6	5.6
20.505	20505.1	1.72	4.78	19.93	5.93
20.507	20507.1	1.63	4.51	19.66	5.66
20.5092	20509.3	1.77	4.76	19.91	5.91
20.5119	20512.0	2.27	4.77	19.92	5.92
20.5143	20514.4	1.81	4.63	19.78	5.78
20.5165	20516.6	1.70	4.55	19.7	5.7
20.5193	20519.4	1.90	4.73	19.88	5.88
20.5216	20521.7	1.91	4.43	19.58	5.58
20.5232	20523.3	1.93	4.25	19.4	5.4
20.525	20525.1	2.38	4.00	19.15	5.15
20.5265	20526.6	2.04	3.94	19.09	5.09
20.5278	20527.9	2.36	3.70	18.85	4.85
20.5291	20529.2	2.03	3.79	18.94	4.94
20.5304	20530.5	2.37	3.70	18.85	4.85
20.5316	20531.7	2.21	3.77	18.92	4.92
20.5333	20533.4	2.22	3.76	18.91	4.91
20.5348	20534.9	2.23	3.52	18.67	4.67
20.5364	20536.5	2.04	3.61	18.76	4.76
20.5385	20538.6	2.83	3.84	18.99	4.99
20.5405	20540.6	2.03	3.85	19	5
20.542	20542.1	1.80	3.83	18.98	4.98
20.5435	20543.6	2.20	4.27	19.42	5.42
20.5451	20545.2	2.09	4.22	19.37	5.37
20.5467	20546.8	1.99	4.02	19.17	5.17
20.5479	20548.0	2.13	3.76	18.91	4.91
20.5495	20549.6	2.18	4.00	19.15	5.15
20.5512	20551.3	2.69	4.06	19.21	5.21
20.5531	20553.2	1.63	3.75	18.9	4.9
20.5547	20554.8	1.89	3.87	19.02	5.02
20.5566	20556.7	2.71	4.23	19.38	5.38
20.5591	20559.2	1.95	3.92	19.07	5.07
20.5611	20561.2	2.01	3.80	18.95	4.95
20.5637	20563.8	2.22	3.83	18.98	4.98
20.5663	20566.4	2.11	3.81	18.96	4.96
20.5693	20569.4	2.65	3.74	18.89	4.89
20.5716	20571.7	1.99	3.59	18.74	4.74
20.5747	20574.8	2.14	3.77	18.92	4.92
20.5773	20577.4	2.51	4.00	19.15	5.15
20.5801	20580.2	1.77	3.83	18.98	4.98
20.5827	20582.8	2.21	3.76	18.91	4.91
20.5852	20585.3	2.32	3.82	18.97	4.97
20.5875	20587.6	2.26	3.66	18.81	4.81
20.59	20590.1	2.41	3.70	18.85	4.85
20.5925	20592.6	2.07	3.78	18.93	4.93
20.5945	20594.6	2.12	3.84	18.99	4.99
20.5971	20597.2	2.17	4.28	19.43	5.43
20.5991	20599.2	2.15	4.23	19.38	5.38
20.6012	20601.3	1.59	4.23	19.38	5.38
20.6031	20603.2	2.16	3.99	19.14	5.14
20.6051	20605.2	2.12	4.08	19.23	5.23
20.6072	20607.3	2.62	3.94	19.09	5.09
20.6092	20609.3	1.98	3.95	19.1	5.1
20.6113	20611.4	1.86	3.98	19.13	5.13
20.6133	20613.4	2.14	4.08	19.23	5.23
20.6154	20615.5	2.06	3.96	19.11	5.11
20.6174	20617.5	2.43	3.94	19.09	5.09
20.6194	20619.5	2.21	3.85	19	5
20.6214	20621.5	1.90	3.69	18.84	4.84
20.6235	20623.6	2.30	3.73	18.88	4.88
20.6253	20625.4	2.36	3.58	18.73	4.73
20.6271	20627.2	2.36	3.27	18.42	4.42
20.6291	20629.2	2.50	3.20	18.35	4.35
20.6307	20630.8	2.48	3.43	18.58	4.58
20.6326	20632.7	2.43	3.40	18.55	4.55
20.6344	20634.5	1.92	3.25	18.4	4.4
20.636	20636.1	2.42	3.30	18.45	4.45
20.638	20638.1	2.79	3.38	18.53	4.53
20.6401	20640.2	2.38	3.21	18.36	4.36
20.6423	20642.4	2.27	3.30	18.45	4.45
20.6443	20644.4	2.25	3.42	18.57	4.57
20.6465	20646.6	2.24	3.49	18.64	4.64
20.6487	20648.8	2.58	3.68	18.83	4.83
20.6508	20650.9	2.24	3.43	18.58	4.58
20.6524	20652.5	1.91	3.38	18.53	4.53
20.6542	20654.3	2.73	3.30	18.45	4.45
20.6557	20655.8	2.33	3.17	18.32	4.32
20.6568	20656.9	2.72	2.98	18.13	4.13
20.6578	20657.9	2.49	2.96	18.11	4.11
20.6591	20659.2	2.27	2.96	18.11	4.11
20.661	20661.1	2.76	3.21	18.36	4.36
20.6628	20662.9	2.33	3.04	18.19	4.19
20.6651	20665.2	2.25	3.12	18.27	4.27
20.6676	20667.7	2.82	3.13	18.28	4.28
20.6699	20670.0	2.11	3.30	18.45	4.45
20.6726	20672.7	2.74	3.01	18.16	4.16
20.6755	20675.6	2.02	3.33	18.48	4.48
20.6785	20678.6	2.80	3.29	18.44	4.44
20.6815	20681.6	2.21	3.66	18.81	4.81
20.6852	20685.3	2.19	3.23	18.38	4.38
20.6878	20687.9	2.05	3.69	18.84	4.84
20.6909	20691.0	2.81	3.75	18.9	4.9
20.6938	20693.9	1.94	3.71	18.86	4.86
20.6968	20696.9	2.11	3.57	18.72	4.72
20.6993	20699.4	2.25	3.73	18.88	4.88
20.7019	20702.0	2.32	3.72	18.87	4.87
20.705	20705.1	2.52	3.74	18.89	4.89
20.7079	20708.0	1.95	3.78	18.93	4.93
20.7108	20710.9	2.07	3.99	19.14	5.14
20.7139	20714.0	2.17	4.50	19.65	5.65
20.7168	20716.9	1.94	4.36	19.51	5.51
20.719	20719.1	1.56	4.27	19.42	5.42
20.7208	20720.9	2.21	4.21	19.36	5.36
20.7228	20722.9	2.23	4.31	19.46	5.46
20.7249	20725.0	2.29	3.84	18.99	4.99
20.7272	20727.3	1.75	4.05	19.2	5.2
20.7297	20729.8	2.45	4.13	19.28	5.28
20.7323	20732.4	1.81	3.88	19.03	5.03
20.7343	20734.4	2.09	3.68	18.83	4.83
20.7365	20736.6	2.75	4.10	19.25	5.25
20.7382	20738.3	2.12	3.96	19.11	5.11
20.7397	20739.8	1.66	3.73	18.88	4.88
20.7413	20741.4	2.08	4.09	19.24	5.24
20.7434	20743.5	2.52	3.80	18.95	4.95
20.7454	20745.5	2.07	3.42	18.57	4.57
20.7478	20747.9	2.67	3.42	18.57	4.57
20.7504	20750.5	2.38	3.41	18.56	4.56
20.7528	20752.9	2.08	3.46	18.61	4.61
20.755	20755.1	2.53	3.89	19.04	5.04
20.7573	20757.4	1.98	3.91	19.06	5.06
20.7592	20759.3	1.86	4.09	19.24	5.24
20.7614	20761.5	2.34	4.44	19.59	5.59
20.7637	20763.8	1.74	4.38	19.53	5.53
20.7659	20766.0	1.88	4.00	19.15	5.15
20.768	20768.1	2.10	4.21	19.36	5.36
20.7699	20770.0	2.57	4.25	19.4	5.4
20.7717	20771.8	1.95	4.03	19.18	5.18
20.7736	20773.7	1.65	4.10	19.25	5.25
20.776	20776.1	2.30	4.22	19.37	5.37
20.7781	20778.2	1.96	4.27	19.42	5.42
20.7806	20780.7	2.36	3.99	19.14	5.14
20.7831	20783.2	1.84	4.14	19.29	5.29
20.7853	20785.4	2.19	4.09	19.24	5.24
20.7868	20786.9	2.02	4.24	19.39	5.39
20.7889	20789.0	2.05	4.33	19.48	5.48
20.7918	20791.9	2.08	4.45	19.6	5.6
20.7952	20795.3	1.66	4.63	19.78	5.78
20.7986	20798.7	1.98	4.81	19.96	5.96
20.803	20803.1	1.68	4.93	20.08	6.08
20.8071	20807.2	1.70	4.70	19.85	5.85
20.811	20811.1	1.87	4.75	19.9	5.9
20.814	20814.1	2.08	4.40	19.55	5.55
20.8177	20817.8	1.88	4.34	19.49	5.49
20.8207	20820.8	2.35	4.23	19.38	5.38
20.8249	20825.0	1.81	4.27	19.42	5.42
20.8291	20829.2	2.08	4.35	19.5	5.5
20.8339	20834.0	1.99	4.38	19.53	5.53
20.8386	20838.7	1.74	4.46	19.61	5.61
20.8434	20843.5	2.30	4.78	19.93	5.93
20.8476	20847.7	1.65	4.58	19.73	5.73
20.851	20851.1	1.49	4.54	19.69	5.69
20.8548	20854.9	2.36	4.69	19.84	5.84
20.8582	20858.3	1.82	4.51	19.66	5.66
20.8619	20862.0	2.02	4.08	19.23	5.23
20.8656	20865.7	1.97	4.36	19.51	5.51
20.8704	20870.5	2.31	3.95	19.1	5.1
20.8746	20874.7	1.83	4.06	19.21	5.21
20.8788	20878.9	2.58	4.08	19.23	5.23
20.8828	20882.9	1.82	4.38	19.53	5.53
20.8863	20886.4	1.94	4.10	19.25	5.25
20.889	20889.1	1.74	4.44	19.59	5.59
20.8923	20892.4	2.35	4.01	19.16	5.16
20.8951	20895.2	1.95	4.02	19.17	5.17
20.8983	20898.4	2.63	3.24	18.39	4.39
20.9013	20901.4	1.92	3.33	18.48	4.48
20.904	20904.1	3.20	3.21	18.36	4.36
20.9063	20906.4	2.18	3.27	18.42	4.42
20.9087	20908.8	2.17	3.25	18.4	4.4
20.9106	20910.7	2.53	3.66	18.81	4.81
20.9127	20912.8	1.96	3.69	18.84	4.84
20.9148	20914.9	2.42	3.79	18.94	4.94
20.9168	20916.9	2.12	3.99	19.14	5.14
20.9192	20919.3	1.99	3.87	19.02	5.02
20.9214	20921.5	2.16	4.00	19.15	5.15
20.9232	20923.3	2.18	3.78	18.93	4.93
20.9256	20925.7	2.17	3.65	18.8	4.8
20.9286	20928.7	2.54	3.66	18.81	4.81
20.9324	20932.5	2.23	3.35	18.5	4.5
20.9369	20937.0	2.14	3.50	18.65	4.65
20.9416	20941.7	2.76	3.07	18.22	4.22
20.9463	20946.4	1.90	3.00	18.15	4.15
20.9502	20950.3	3.34	3.02	18.17	4.17
20.9536	20953.7	2.36	3.44	18.59	4.59
20.9569	20957.0	2.10	3.28	18.43	4.43
20.9603	20960.4	1.97	3.86	19.01	5.01
20.9638	20963.9	2.20	3.97	19.12	5.12
20.9674	20967.5	2.25	3.91	19.06	5.06
20.9716	20971.7	2.17	3.77	18.92	4.92
20.976	20976.1	2.21	3.71	18.86	4.86
20.9809	20981.0	2.22	3.73	18.88	4.88
20.9856	20985.7	2.31	3.67	18.82	4.82
20.9911	20991.2	2.23	3.72	18.87	4.87
20.9951	20995.2	2.28	3.87	19.02	5.02
20.999	20999.1	2.11	3.90	19.05	5.05
21.0032	21003.3	1.94	3.71	18.86	4.86
21.0069	21007.0	2.25	3.78	18.93	4.93
21.0106	21010.7	2.58	3.52	18.67	4.67
21.0144	21014.5	2.16	3.38	18.53	4.53
21.0176	21017.7	2.60	3.37	18.52	4.52
21.0207	21020.8	2.19	3.64	18.79	4.79
21.0233	21023.4	2.28	3.64	18.79	4.79
21.0252	21025.3	2.07	3.74	18.89	4.89
21.0275	21027.6	2.16	3.02	18.17	4.17
21.0295	21029.6	2.41	3.13	18.28	4.28
21.032	21032.1	3.54	3.15	18.3	4.3
21.0348	21034.9	2.08	2.91	18.06	4.06
21.0386	21038.7	2.03	3.09	18.24	4.24
21.0423	21042.4	2.61	3.41	18.56	4.56
21.0469	21047.0	2.08	3.33	18.48	4.48
21.0507	21050.8	2.94	3.15	18.3	4.3
21.0545	21054.6	2.22	3.48	18.63	4.63
21.0575	21057.6	2.36	3.57	18.72	4.72
21.0605	21060.6	2.00	3.92	19.07	5.07
21.0638	21063.9	1.91	3.84	18.99	4.99
21.0689	21069.0	2.28	3.94	19.09	5.09
21.074	21074.1	2.38	3.54	18.69	4.69
21.08	21080.1	2.17	3.50	18.65	4.65
21.0872	21087.3	2.75	3.69	18.84	4.84
21.0938	21093.9	1.98	3.02	18.17	4.17
21.0991	21099.2	1.92	2.64	17.79	3.79
21.1047	21104.8	3.64	3.04	18.19	4.19
21.1093	21109.4	2.89	2.65	17.8	3.8
21.1126	21112.7	2.00	2.68	17.83	3.83
21.1165	21116.6	2.70	3.29	18.44	4.44
21.1199	21120.0	1.87	3.83	18.98	4.98
21.1238	21123.9	2.49	3.76	18.91	4.91
21.1277	21127.8	1.89	3.78	18.93	4.93
21.1318	21131.9	2.13	3.42	18.57	4.57
21.1355	21135.6	2.65	3.43	18.58	4.58
21.1397	21139.8	2.55	3.31	18.46	4.46
21.1429	21143.0	2.47	3.09	18.24	4.24
21.1463	21146.4	2.11	3.42	18.57	4.57
21.1498	21149.9	2.56	3.62	18.77	4.77
21.1529	21153.0	2.02	3.72	18.87	4.87
21.1552	21155.3	2.18	3.82	18.97	4.97
21.1582	21158.3	2.28	3.82	18.97	4.97
21.1616	21161.7	1.92	3.89	19.04	5.04
21.1643	21164.4	2.56	3.70	18.85	4.85
21.1671	21167.2	1.90	3.43	18.58	4.58
21.1703	21170.4	2.53	3.41	18.56	4.56
21.1729	21173.0	2.79	3.88	19.03	5.03
21.1755	21175.6	1.96	3.41	18.56	4.56
21.1783	21178.4	1.67	3.25	18.4	4.4
21.182	21182.1	2.78	3.52	18.67	4.67
21.1857	21185.8	2.83	3.44	18.59	4.59
21.1899	21190.0	2.28	3.21	18.36	4.36
21.1937	21193.8	2.11	4.08	19.23	5.23
21.1972	21197.3	2.11	4.56	19.71	5.71
21.1994	21199.5	1.14	4.80	19.95	5.95
21.2016	21201.7	1.93	4.90	20.05	6.05
21.2035	21203.6	1.83	4.24	19.39	5.39
21.2049	21205.0	1.92	3.77	18.92	4.92
21.2069	21207.0	3.36	3.73	18.88	4.88
21.2089	21209.0	2.01	3.33	18.48	4.48
21.2109	21211.0	2.02	3.17	18.32	4.32
21.213	21213.1	2.58	3.75	18.9	4.9
21.2156	21215.7	2.21	3.59	18.74	4.74
21.2176	21217.7	2.28	3.47	18.62	4.62
21.2201	21220.2	2.30	3.69	18.84	4.84
21.2224	21222.5	2.24	3.80	18.95	4.95
21.2245	21224.6	2.18	3.98	19.13	5.13
21.2267	21226.8	2.00	4.15	19.3	5.3
21.2289	21229.0	1.94	3.90	19.05	5.05
21.2311	21231.2	1.98	4.04	19.19	5.19
21.2333	21233.4	2.71	3.81	18.96	4.96
21.2356	21235.7	1.92	3.79	18.94	4.94
21.2376	21237.7	2.44	3.56	18.71	4.71
21.2398	21239.9	1.96	3.74	18.89	4.89
21.2414	21241.5	2.42	3.86	19.01	5.01
21.2432	21243.3	2.37	4.11	19.26	5.26
21.2447	21244.8	1.70	4.24	19.39	5.39
21.2466	21246.7	1.97	4.67	19.82	5.82
21.249	21249.1	1.72	4.67	19.82	5.82
21.2513	21251.4	1.61	4.56	19.71	5.71
21.254	21254.1	2.37	4.57	19.72	5.72
21.2566	21256.7	1.90	3.96	19.11	5.11
21.2589	21259.0	1.96	3.72	18.87	4.87
21.2611	21261.2	2.86	3.94	19.09	5.09
21.264	21264.1	2.06	3.99	19.14	5.14
21.2668	21266.9	1.95	4.14	19.29	5.29
21.2699	21270.0	1.81	4.78	19.93	5.93
21.2733	21273.4	1.68	4.97	20.12	6.12
21.2773	21277.4	1.67	5.14	20.29	6.29
21.2814	21281.5	1.69	5.16	20.31	6.31
21.2855	21285.6	1.73	5.07	20.22	6.22
21.289	21289.1	1.78	4.84	19.99	5.99
21.2924	21292.5	1.79	4.71	19.86	5.86
21.2951	21295.2	2.06	4.53	19.68	5.68
21.2979	21298.0	1.93	4.38	19.53	5.53
21.3006	21300.7	2.08	4.12	19.27	5.27
21.3037	21303.8	2.05	4.13	19.28	5.28
21.3071	21307.2	2.28	3.94	19.09	5.09
21.3105	21310.6	2.04	4.02	19.17	5.17
21.3137	21313.8	2.28	4.20	19.35	5.35
21.3171	21317.2	1.93	4.49	19.64	5.64
21.3205	21320.6	1.72	4.61	19.76	5.76
21.3239	21324.0	1.73	4.90	20.05	6.05
21.3269	21327.0	1.82	4.81	19.96	5.96
21.3294	21329.5	1.73	4.69	19.84	5.84
21.3315	21331.6	2.10	4.61	19.76	5.76
21.3335	21333.6	1.96	4.61	19.76	5.76
21.3352	21335.3	1.87	4.32	19.47	5.47
21.3369	21337.0	1.83	4.48	19.63	5.63
21.3391	21339.2	2.26	4.62	19.77	5.77
21.3417	21341.8	1.81	4.68	19.83	5.83
21.3444	21344.5	1.69	4.64	19.79	5.79
21.3474	21347.5	1.76	4.94	20.09	6.09
21.3506	21350.7	1.91	4.45	19.6	5.6
21.3533	21353.4	1.69	4.35	19.5	5.5
21.3559	21356.0	2.74	4.42	19.57	5.57
21.3581	21358.2	1.87	4.05	19.2	5.2
21.3599	21360.0	1.63	4.06	19.21	5.21
21.362	21362.1	2.60	4.54	19.69	5.69
21.364	21364.1	1.68	4.46	19.61	5.61
21.3659	21366.0	1.84	4.36	19.51	5.51
21.3682	21368.3	2.02	4.38	19.53	5.53
21.3703	21370.4	1.81	4.19	19.34	5.34
21.3722	21372.3	2.56	4.02	19.17	5.17
21.3745	21374.6	2.03	3.73	18.88	4.88
21.3765	21376.6	2.17	3.52	18.67	4.67
21.3786	21378.7	2.57	3.45	18.6	4.6
